Frame, Time, HP, Atk, Def, SpD, SpD, Spe
40970, 11:22.83, 16, 13, 25, A, 19, B
40971, 11:22.85, 9, A, 19, B, 21, B
40972, 11:22.86, 2, B, 21, 3, 0, 7
40973, 11:22.88, 7, B, 0, 2, A, B
40974, 11:22.90, B, 2, 1, 8, 23, B
40975, 11:22.91, 25, B, 23, 8, 19, A
40976, 11:22.93, 13, 8, A, B, B, 8
40977, 11:22.95, 8, 26, B, 6, 8, A
40978, 11:22.96, B, A, 8, B, 8, 21
40979, 11:22.98, 21, 21, 8, B, B, 29
40980, 11:23.00, 29, 21, B, B, 26, B
40981, 11:23.01, 6, B, 26, 7, B, 9
40982, 11:23.03, 9, B, 3, B, B, 30
40983, 11:23.05, 30, 1, 9, 0, B, B
40984, 11:23.06, 27, B, 25, 16, A, 18
40985, 11:23.08, 18, A, 5, 29, B, 7
40986, 11:23.10, 7, B, 13, 31, B, A
40987, 11:23.11, 7, B, 22, B, B, 11
40988, 11:23.13, 11, B, 24, 3, B, 27
40989, 11:23.15, 27, B, B, 25, 30, B
40990, 11:23.16, 15, B, 30, 28, B, B
40991, 11:23.18, 3, 28, 9, 11, B, 24
40992, 11:23.20, 24, B, 5, 6, B, B
40993, 11:23.21, 7, B, 22, 24, 17, B
40994, 11:23.23, 21, 24, B, 27, A, 31
40995, 11:23.25, 31, A, 31, 17, A, 15
40996, 11:23.26, 15, 17, 24, A, A, A
40997, 11:23.28, 5, 0, 1, A, 10, A
40998, 11:23.30, 29, A, 10, 8, 10, A
40999, 11:23.31, 19, A, 10, A, 18, 11
41000, 11:23.33, 11, B, A, A, 18, 3
41001, 11:23.35, 3, B, 18, A, B, 30
41002, 11:23.36, 30, A, B, 29, B, 20
41003, 11:23.38, B, 29, 21, 14, B, A
41004, 11:23.40, 18, 14, A, 27, B, A
41005, 11:23.41, 28, A, 28, 5, 22, 8
41006, 11:23.43, 8, A, 22, 14, A, A
41007, 11:23.45, 12, A, A, 10, A, 31
41008, 11:23.46, 31, B, 7, 5, 31, 21
41009, 11:23.48, 21, 5, A, B, B, 8
41010, 11:23.50, 8, 28, B, B, B, 13
41011, 11:23.51, B, 5, 27, 20, B, B
41012, 11:23.53, B, 20, 25, 30, 7, B
41013, 11:23.55, 8, 30, 7, B, A, 10
41014, 11:23.56, 10, B, 15, A, B, 2
41015, 11:23.58, 2, 30, 28, 17, B, A
41016, 11:23.60, 1, B, 3, 27, 10, A
41017, 11:23.61, 1, B, 10, 0, A, A
41018, 11:23.63, 31, A, B, B, 19, 7
41019, 11:23.65, 7, 24, 19, 29, A, 9
41020, 11:23.66, 9, A, B, A, 20, 8
41021, 11:23.68, 8, 11, 20, 11, A, A
41022, 11:23.70, A, 11, 16, B, A, 26
41023, 11:23.71, 26, A, 15, 21, 15, B
41024, 11:23.73, B, A, 15, 14, 14, 30
41025, 11:23.75, 30, 14, A, 11, 15, B
41026, 11:23.76, 17, A, 15, B, 12, 18
41027, 11:23.78, 18, B, 12, 21, B, 0
41028, 11:23.80, A, 21, 17, 23, B, B
41029, 11:23.81, 12, B, 27, B, 10, 9
41030, 11:23.83, 9, B, 10, B, B, 16
41031, 11:23.85, 16, 5, B, 10, B, 28
41032, 11:23.86, 28, B, 17, 17, A, B
41033, 11:23.88, 25, B, 29, 9, A, A
41034, 11:23.90, 18, A, 6, 28, 21, B
41035, 11:23.91, 19, A, 21, A, 24, B
41036, 11:23.93, 31, B, 24, 27, 10, 27
41037, 11:23.95, 27, 27, B, A, 30, A
41038, 11:23.96, 13, A, 30, A, 17, 17
41039, 11:23.98, 17, A, 17, 11, 3, B
41040, 11:24.00, 6, 11, B, A, 12, 16
41041, 11:24.01, 16, A, 12, A, 24, 25
41042, 11:24.03, 25, A, A, 30, 17, B
41043, 11:24.05, A, 30, 17, B, B, 1
41044, 11:24.06, 1, B, 13, 10, B, B
41045, 11:24.08, B, B, 1, 1, 15, A
41046, 11:24.10, B, 1, 15, 28, B, 1
41047, 11:24.11, 1, 28, B, 23, B, 30
41048, 11:24.13, 30, B, 17, A, 8, 24
41049, 11:24.15, 24, B, 8, A, A, 1
41050, 11:24.16, A, 29, A, 18, B, 15
41051, 11:24.18, 15, B, 23, 20, B, 7
41052, 11:24.20, 7, A, 2, 1, 5, B
41053, 11:24.21, 18, 1, 5, B, 30, A
41054, 11:24.23, A, 11, 30, 30, B, 23
41055, 11:24.25, 23, A, B, 0, A, 8
41056, 11:24.26, 8, 0, A, A, 7, B
41057, 11:24.28, 24, 10, 7, A, B, 9
41058, 11:24.30, 9, A, 3, A, 8, 23
41059, 11:24.31, 23, A, 8, 10, B, 20
41060, 11:24.33, 20, 10, A, 0, B, 10
41061, 11:24.35, A, B, 10, 1, B, 3
41062, 11:24.36, 3, B, B, 24, 16, 28
41063, 11:24.38, 28, 24, B, 4, 15, A
41064, 11:24.40, B, 4, 15, A, A, 11
41065, 11:24.41, 11, A, 8, 26, 11, A
41066, 11:24.43, 20, A, 11, 27, A, 16
41067, 11:24.45, 16, 27, 29, B, A, 17
41068, 11:24.46, 17, 19, A, B, B, 11
41069, 11:24.48, 11, 26, 13, B, 28, 17
41070, 11:24.50, 17, B, B, 14, 0, B
41071, 11:24.51, 16, 14, B, 25, 1, B
41072, 11:24.53, 10, B, 1, 28, A, 2
41073, 11:24.55, 2, B, 10, 4, B, 10
41074, 11:24.56, 10, 4, B, 29, A, B
41075, 11:24.58, 1, B, 2, B, B, 9
41076, 11:24.60, 9, 8, 6, 11, A, B
41077, 11:24.61, B, 11, 7, 23, 23, A
41078, 11:24.63, 15, 23, 23, 13, A, B
41079, 11:24.65, 5, A, B, B, 12, 28
41080, 11:24.66, 28, B, B, A, 19, 31
41081, 11:24.68, 31, 26, 19, A, 8, B
41082, 11:24.70, A, 3, 8, 19, 11, B
41083, 11:24.71, 9, 19, 11, B, B, 14
41084, 11:24.73, 14, B, 7, 14, A, 2
41085, 11:24.75, B, 14, 10, 13, A, A
41086, 11:24.76, 25, A, 27, A, B, 1
41087, 11:24.78, 1, B, 10, A, A, 14
41088, 11:24.80, 14, A, 3, 20, A, 27
41089, 11:24.81, 27, A, 16, A, 24, A
41090, 11:24.83, 5, A, 24, A, 25, 23
41091, 11:24.85, 23, B, 25, 22, 6, A
41092, 11:24.86, 18, 22, B, B, 31, 8
41093, 11:24.88, 8, B, 31, B, B, 17
41094, 11:24.90, B, 3, 8, 4, B, A
41095, 11:24.91, 0, 4, A, B, A, 24
41096, 11:24.93, 24, 4, 9, A, A, A
41097, 11:24.95, 2, A, 5, A, A, 12
41098, 11:24.96, 12, B, 5, A, A, 17
41099, 11:24.98, 17, A, B, 10, 27, 15
41100, 11:25.00, 15, 10, B, A, 14, A
41101, 11:25.01, 21, 14, A, A, B, 28
41102, 11:25.03, A, B, 19, B, 2, 16
41103, 11:25.05, 16, A, B, 5, 6, 20
41104, 11:25.06, 20, 5, 6, B, A, 18
41105, 11:25.08, 18, A, A, 11, B, 3
41106, 11:25.10, 3, B, 0, 31, 0, B
41107, 11:25.11, 14, B, 0, 7, 28, B
41108, 11:25.13, 0, 7, B, 2, B, B
41109, 11:25.15, B, B, 0, 6, B, 3
41110, 11:25.16, 3, B, 1, 2, B, 20
41111, 11:25.18, 20, 2, B, 11, B, B
41112, 11:25.20, 0, B, 5, B, A, 31
41113, 11:25.21, 31, A, 25, 7, A, 3
41114, 11:25.23, 3, A, 18, 31, 21, B
41115, 11:25.25, 27, A, 21, A, B, 5
41116, 11:25.26, 5, A, 30, B, 15, 31
41117, 11:25.28, 31, 23, A, 9, B, B
41118, 11:25.30, 19, 9, 27, B, B, 1
41119, 11:25.31, 1, B, 16, B, A, 30
41120, 11:25.33, 30, A, B, 8, 15, A
41121, 11:25.35, 18, A, A, 24, 12, B
41122, 11:25.36, 13, A, 12, 0, B, 26
41123, 11:25.38, 26, A, 31, 29, B, 3
41124, 11:25.40, 3, 29, 21, A, 20, B
41125, 11:25.41, 13, 4, 20, A, B, 29
41126, 11:25.43, 29, B, 20, A, 3, 4
41127, 11:25.45, A, 8, 3, A, 5, A
41128, 11:25.46, 20, A, A, 26, 26, 5
41129, 11:25.48, 5, 26, A, A, 25, A
41130, 11:25.50, 2, 14, 25, A, 1, A
41131, 11:25.51, A, B, 1, A, 30, 1
41132, 11:25.53, 1, B, B, A, 26, 0
41133, 11:25.55, 0, A, B, B, 7, 22
41134, 11:25.56, B, 22, 7, 18, 29, A
41135, 11:25.58, 26, 18, A, A, 29, B
41136, 11:25.60, 12, 0, 29, B, 28, B
41137, 11:25.61, 8, B, 28, 1, 15, B
41138, 11:25.63, 12, B, B, 2, B, 17
41139, 11:25.65, B, 2, 28, B, 2, B
41140, 11:25.66, 13, B, 2, 12, B, B
41141, 11:25.68, 2, B, B, 27, A, 24
41142, 11:25.70, 24, 27, 3, 13, B, 23
41143, 11:25.71, 23, A, 21, B, 23, A
41144, 11:25.73, 21, 7, A, A, B, 31
41145, 11:25.75, 31, 9, 26, A, A, A
41146, 11:25.76, 19, B, 10, A, 25, 15
41147, 11:25.78, 15, A, 25, 23, B, 21
41148, 11:25.80, 21, A, B, A, 5, 18
41149, 11:25.81, A, A, 5, 20, 18, B
41150, 11:25.83, A, B, B, 1, 18, 0
41151, 11:25.85, 0, 1, 18, A, B, 0
41152, 11:25.86, 0, 15, A, B, 29, B
41153, 11:25.88, 2, 1, 29, A, B, A
41154, 11:25.90, 9, B, A, 21, B, 8
41155, 11:25.91, 8, 21, 24, B, B, 14
41156, 11:25.93, 14, A, 20, B, 5, 1
41157, 11:25.95, 1, 30, 5, A, A, 13
41158, 11:25.96, A, 26, A, 6, 28, B
41159, 11:25.98, 16, A, 28, 28, A, B
41160, 11:26.00, 3, B, 19, 17, A, 28
41161, 11:26.01, 28, 17, 2, B, B, 31
41162, 11:26.03, B, 20, 28, B, 3, B
41163, 11:26.05, 1, B, B, 30, 27, B
41164, 11:26.06, B, 30, B, 21, 4, A
41165, 11:26.08, 20, 21, 4, A, B, B
41166, 11:26.10, 7, A, 29, B, A, 22
41167, 11:26.11, 22, B, 2, 25, A, 25
41168, 11:26.13, 25, 25, B, 5, A, B
41169, 11:26.15, 13, B, 3, A, 7, 13
41170, 11:26.16, 13, 17, 7, 3, A, A
41171, 11:26.18, 19, 3, A, 18, 4, B
41172, 11:26.20, 24, B, 4, 9, A, 5
41173, 11:26.21, 5, B, 26, A, B, 22
41174, 11:26.23, 22, 6, B, 31, B, A
41175, 11:26.25, 21, B, 19, A, 5, A
41176, 11:26.26, 1, B, A, B, 11, 8
41177, 11:26.28, 8, 7, 11, 13, B, B
41178, 11:26.30, B, B, B, 17, 23, 11
41179, 11:26.31, 11, 17, 23, 1, A, B
41180, 11:26.33, 5, A, 14, B, 0, A
41181, 11:26.35, 2, 1, 0, A, A, A
41182, 11:26.36, 7, B, 23, 19, 8, A
41183, 11:26.38, 4, A, 8, B, 23, A
41184, 11:26.40, B, A, A, 25, 8, 21
41185, 11:26.41, A, 25, 8, 19, A, 1
41186, 11:26.43, 1, B, 25, A, 1, 8
41187, 11:26.45, 8, 18, 1, A, B, A
41188, 11:26.46, 28, A, A, 6, 23, 12
41189, 11:26.48, 12, 6, 23, A, A, B
41190, 11:26.50, 11, B, 3, B, 6, 12
41191, 11:26.51, 12, A, 6, 3, 12, B
41192, 11:26.53, B, 3, 12, A, 13, A
41193, 11:26.55, A, A, 13, 18, A, 9
41194, 11:26.56, 9, A, A, 31, 25, 0
41195, 11:26.58, 0, A, 25, 20, A, A
41196, 11:26.60, 4, A, 14, A, 4, A
41197, 11:26.61, A, 22, 4, B, 28, A
41198, 11:26.63, 23, B, B, 5, 18, 12
41199, 11:26.65, B, B, 18, A, 1, 4
41200, 11:26.66, 4, 2, 1, B, A, A
41201, 11:26.68, 8, 2, A, 5, 1, A
41202, 11:26.70, 14, A, 1, A, 25, 28
41203, 11:26.71, 28, B, 25, 8, A, 10
41204, 11:26.73, 10, A, 7, A, 0, B
41205, 11:26.75, B, 24, A, B, 27, 5
41206, 11:26.76, A, 21, 27, B, B, 24
41207, 11:26.78, B, 9, 28, B, B, 12
41208, 11:26.80, 12, B, B, 2, B, 0
41209, 11:26.81, 0, B, 23, B, 18, A
41210, 11:26.83, 26, 20, 18, 0, A, B
41211, 11:26.85, 23, B, 12, 29, B, 30
41212, 11:26.86, 30, 29, B, A, 26, B
41213, 11:26.88, 23, A, 26, 19, B, B
41214, 11:26.90, 17, 19, A, 18, B, 21
41215, 11:26.91, 21, B, 25, B, B, 23
41216, 11:26.93, 23, B, 6, 13, A, B
41217, 11:26.95, 18, 13, 22, B, 0, B
41218, 11:26.96, 29, 26, B, 5, B, 3
41219, 11:26.98, 3, B, 18, 26, B, 20
41220, 11:27.00, 20, 26, 22, 12, A, B
41221, 11:27.01, B, 12, 15, A, 27, A
41222, 11:27.03, 29, 18, 27, 22, A, A
41223, 11:27.05, 31, A, 21, 18, A, 28
41224, 11:27.06, 28, B, A, 4, 0, A
41225, 11:27.08, 7, 4, B, B, 31, 9
41226, 11:27.10, 9, B, 31, B, 0, B
41227, 11:27.11, B, 28, 0, 23, 9, A
41228, 11:27.13, 4, 23, 9, B, A, B
41229, 11:27.15, 24, 10, 23, 20, A, 14
41230, 11:27.16, 14, B, A, 19, B, 4
41231, 11:27.18, 4, A, 23, 9, A, B
41232, 11:27.20, 21, B, 20, B, A, 1
41233, 11:27.21, 1, B, 10, 7, 4, A
41234, 11:27.23, B, 7, 4, A, 13, A
41235, 11:27.25, 20, 20, 13, 3, B, A
41236, 11:27.26, 11, 3, A, A, 3, B
41237, 11:27.28, 20, B, 3, A, 6, B
41238, 11:27.30, A, 21, 6, 29, B, B
41239, 11:27.31, B, B, 25, 12, 21, B
41240, 11:27.33, 31, 12, B, 13, B, B
41241, 11:27.35, 18, 13, B, B, B, 0
41242, 11:27.36, 0, B, 18, 16, 17, B
41243, 11:27.38, 29, 16, 17, 10, B, A
41244, 11:27.40, 8, 10, 5, A, 19, B
41245, 11:27.41, 25, 22, 19, 19, A, B
41246, 11:27.43, 7, 19, 3, B, 23, B
41247, 11:27.45, 29, B, 23, 22, A, B
41248, 11:27.46, B, 22, 23, 24, A, A
41249, 11:27.48, 1, A, 30, 2, 4, A
41250, 11:27.50, 5, 2, 4, A, A, A
41251, 11:27.51, 2, 27, 31, A, A, A
41252, 11:27.53, 31, B, A, A, 27, 9
41253, 11:27.55, 9, A, B, 15, 14, 13
41254, 11:27.56, 13, 15, 14, B, 13, A
41255, 11:27.58, 18, 11, A, 18, 8, B
41256, 11:27.60, 22, B, B, B, 21, 12
41257, 11:27.61, 12, B, 21, 25, 31, A
41258, 11:27.63, 8, 25, 31, A, 16, A
41259, 11:27.65, 22, A, 16, 19, A, A
41260, 11:27.66, 25, A, A, 8, 30, 24
41261, 11:27.68, 24, B, A, 19, 16, A
41262, 11:27.70, 21, B, 16, A, 12, 5
41263, 11:27.71, B, 16, 12, A, 6, 19
41264, 11:27.73, 19, 0, A, 6, 29, A
41265, 11:27.75, 0, 6, 29, B, 10, A
41266, 11:27.76, 16, B, 10, 31, A, 2
41267, 11:27.78, 2, B, 31, A, 29, 2
41268, 11:27.80, 2, 24, B, 11, A, A
41269, 11:27.81, A, 11, A, 21, 22, B
41270, 11:27.83, 22, A, 22, B, 5, A
41271, 11:27.85, 8, 11, 5, A, B, A
41272, 11:27.86, 2, 26, 10, A, 18, B
41273, 11:27.88, 3, B, A, 7, B, 9
41274, 11:27.90, 9, 7, 0, B, B, 4
41275, 11:27.91, 4, 7, 31, B, 19, B
41276, 11:27.93, B, 2, B, 0, B, 17
41277, 11:27.95, 17, 0, 16, 27, B, A
41278, 11:27.96, 16, 27, A, 31, A, 2
41279, 11:27.98, 2, A, 2, 21, A, B
41280, 11:28.00, 21, 21, 30, B, 15, B
41281, 11:28.01, 11, B, B, A, 21, 1
41282, 11:28.03, 1, 3, B, A, 29, A
41283, 11:28.05, A, 1, 29, A, A, 5
41284, 11:28.06, 5, B, 28, 16, 11, A
41285, 11:28.08, 10, B, 11, 31, A, B
41286, 11:28.10, 2, A, B, B, 27, 13
41287, 11:28.11, 13, 31, B, A, B, 3
41288, 11:28.13, 3, B, 10, A, 27, A
41289, 11:28.15, 4, A, 27, A, 18, B
41290, 11:28.16, 12, A, 18, 9, A, B
41291, 11:28.18, 28, B, 31, A, 3, 11
41292, 11:28.20, 11, 22, 3, A, 0, A
41293, 11:28.21, 1, 8, A, A, 23, B
41294, 11:28.23, A, B, 23, 5, 23, 25
41295, 11:28.25, 25, A, 23, 23, B, 6
41296, 11:28.26, 6, 23, B, A, 19, A
41297, 11:28.28, A, 3, 19, A, 29, B
41298, 11:28.30, 1, A, B, B, 17, 16
41299, 11:28.31, 16, B, 17, 26, 23, B
41300, 11:28.33, 24, B, B, 13, 0, B
41301, 11:28.35, 17, 13, B, 4, A, B
41302, 11:28.36, 9, A, 9, 5, A, 6
41303, 11:28.38, 6, 5, 4, 31, A, B
41304, 11:28.40, 28, B, 5, B, 1, 29
41305, 11:28.41, 29, B, 1, B, 31, B
41306, 11:28.43, 27, 22, 31, B, 9, B
41307, 11:28.45, 19, 8, B, 2, A, 13
41308, 11:28.46, 13, A, 7, 19, B, 6
41309, 11:28.48, 6, B, 24, 2, A, B
41310, 11:28.50, 20, 2, 2, A, B, 13
41311, 11:28.51, 13, 30, 7, 24, A, A
41312, 11:28.53, 7, A, 25, A, A, 23
41313, 11:28.55, 23, B, 11, 23, A, 25
41314, 11:28.56, 25, B, 22, 5, B, 6
41315, 11:28.58, 6, A, B, B, 3, 13
41316, 11:28.60, 13, 0, 3, A, 23, B
41317, 11:28.61, 3, 12, B, A, A, 4
41318, 11:28.63, 4, 0, 25, A, B, 24
41319, 11:28.65, 24, 19, 29, 4, A, A
41320, 11:28.66, A, B, 17, 7, 23, A
41321, 11:28.68, 25, 7, 23, A, A, B
41322, 11:28.70, 31, 20, B, B, A, 30
41323, 11:28.71, 30, 4, A, 11, A, 1
41324, 11:28.73, 1, 11, B, A, 8, A
41325, 11:28.75, 28, A, 8, 23, A, 14
41326, 11:28.76, 14, A, A, A, 10, 6
41327, 11:28.78, 6, A, A, 29, A, 23
41328, 11:28.80, A, A, 19, 23, 25, A
41329, 11:28.81, 18, B, 25, A, 24, A
41330, 11:28.83, 19, A, 24, A, B, 4
41331, 11:28.85, 4, 10, A, B, 30, 20
41332, 11:28.86, A, 31, 30, B, A, 28
41333, 11:28.88, 28, A, B, A, 28, 12
41334, 11:28.90, 12, A, 28, 28, B, 8
41335, 11:28.91, A, B, 8, 22, B, 22
41336, 11:28.93, 22, B, B, 21, 6, 7
41337, 11:28.95, B, 21, 6, 3, B, B
41338, 11:28.96, 0, 3, B, 26, A, 19
41339, 11:28.98, 19, B, 0, 6, 28, B
41340, 11:29.00, 24, 6, 28, B, A, B
41341, 11:29.01, 0, 22, 27, A, 16, B
41342, 11:29.03, 27, 30, A, 16, 0, B
41343, 11:29.05, A, 16, 0, 30, B, B
41344, 11:29.06, 25, B, 15, B, 11, 13
41345, 11:29.08, 13, B, 11, 26, A, B
41346, 11:29.10, 22, 26, 28, B, B, 29
41347, 11:29.11, 29, 19, B, 23, A, A
41348, 11:29.13, 31, A, 0, B, B, 26
41349, 11:29.15, 26, 2, 26, 16, A, B
41350, 11:29.16, 27, 16, 13, A, 27, 27
41351, 11:29.18, 27, A, 27, 6, B, A
41352, 11:29.20, 25, A, A, 15, 1, B
41353, 11:29.21, 18, 15, 1, B, A, 7
41354, 11:29.23, 7, 4, A, 31, B, A
41355, 11:29.25, B, 31, A, B, 24, 3
41356, 11:29.26, 3, 30, 24, 7, 9, B
41357, 11:29.28, 16, B, B, B, 18, 18
41358, 11:29.30, 18, 8, 18, B, B, 21
41359, 11:29.31, 21, 31, B, B, A, 14
41360, 11:29.33, 14, 4, 30, A, B, 21
41361, 11:29.35, 21, A, 19, 12, B, B
41362, 11:29.36, 12, 12, 8, A, 9, B
41363, 11:29.38, 7, A, 9, 26, A, 31
41364, 11:29.40, 31, A, 20, A, 3, A
41365, 11:29.41, 27, A, 3, A, 16, A
41366, 11:29.43, 9, B, A, 1, 19, A
41367, 11:29.45, A, B, 19, 22, B, 23
41368, 11:29.46, 23, A, B, 4, 23, 9
41369, 11:29.48, B, 4, 23, A, 17, A
41370, 11:29.50, 30, 29, A, A, 20, A
41371, 11:29.51, 12, 2, 20, A, A, 20
41372, 11:29.53, 20, 11, 6, B, 12, A
41373, 11:29.55, A, 16, 12, A, 4, 13
41374, 11:29.56, B, 6, A, B, 19, 21
41375, 11:29.58, A, 13, 19, 9, B, A
41376, 11:29.60, 22, 9, B, B, A, 22
41377, 11:29.61, 22, A, 27, 5, A, B
41378, 11:29.63, 30, 5, A, A, 28, 22
41379, 11:29.65, 22, 26, A, 12, 3, A
41380, 11:29.66, 5, A, A, 3, 20, 26
41381, 11:29.68, 26, A, 20, B, A, 15
41382, 11:29.70, A, 15, 22, A, B, 30
41383, 11:29.71, 30, 2, A, B, 11, 17
41384, 11:29.73, 17, 26, A, 10, 8, A
41385, 11:29.75, B, A, 8, 23, 24, 14
41386, 11:29.76, 14, A, 24, 13, A, B
41387, 11:29.78, A, B, 14, A, 11, 26
41388, 11:29.80, 26, A, 11, B, 22, B
41389, 11:29.81, 5, 22, A, 12, 29, B
41390, 11:29.83, B, A, B, 22, 27, 13
41391, 11:29.85, 13, B, A, 27, 2, B
41392, 11:29.86, 18, 27, A, B, 23, A
41393, 11:29.88, 30, 16, 23, B, B, 21
41394, 11:29.90, 21, B, 10, 11, B, A
41395, 11:29.91, 0, A, 1, B, 20, 1
41396, 11:29.93, 1, B, 20, 12, A, A
41397, 11:29.95, 21, 12, 10, A, B, A
41398, 11:29.96, 6, A, B, A, 15, 23
41399, 11:29.98, 23, A, 15, 24, 14, B
41400, 11:30.00, 8, 24, A, 4, A, A
41401, 11:30.01, A, 4, 27, B, 30, 31
41402, 11:30.03, 31, A, 30, B, B, 6
41403, 11:30.05, B, A, 14, 13, B, 8
41404, 11:30.06, B, A, 18, 9, 3, A
41405, 11:30.08, A, A, 3, 15, A, 18
41406, 11:30.10, 18, 15, 24, A, A, 2
41407, 11:30.11, 2, A, A, 25, 22, 4
41408, 11:30.13, A, B, 22, A, 28, 25
41409, 11:30.15, A, B, 28, B, 26, 27
41410, 11:30.16, B, B, 26, 6, 20, 26
41411, 11:30.18, 26, B, B, 1, 18, B
41412, 11:30.20, 4, 1, B, 30, 10, A
41413, 11:30.21, 8, 30, 10, 26, A, 8
41414, 11:30.23, 8, 26, 20, A, A, A
41415, 11:30.25, 8, A, 16, A, 5, 29
41416, 11:30.26, 29, A, A, 28, A, 17
41417, 11:30.28, 17, 28, A, B, 11, 27
41418, 11:30.30, 27, B, 11, A, B, 3
41419, 11:30.31, 3, B, B, 16, 8, B
41420, 11:30.33, 14, 16, 8, B, 12, B
41421, 11:30.35, 4, B, B, 8, A, 14
41422, 11:30.36, 14, 8, 24, 10, A, B
41423, 11:30.38, 24, A, B, 19, 31, B
41424, 11:30.40, 12, B, 31, A, 18, B
41425, 11:30.41, 21, B, 18, 30, 12, A
41426, 11:30.43, 23, 30, A, A, 30, A
41427, 11:30.45, 25, A, 30, A, 16, A
41428, 11:30.46, 1, 6, 16, B, A, A
41429, 11:30.48, 18, B, A, B, 27, 13
41430, 11:30.50, 13, A, B, 28, B, 21
41431, 11:30.51, 21, 28, B, 19, A, A
41432, 11:30.53, 16, A, 2, A, B, 22
41433, 11:30.55, 22, 8, B, A, 17, A
41434, 11:30.56, 10, B, 17, 8, A, 8
41435, 11:30.58, 8, 8, B, A, B, 29
41436, 11:30.60, 29, B, 6, B, 29, 31
41437, 11:30.61, 31, 7, 29, B, A, B
41438, 11:30.63, B, A, 11, 16, 4, A
41439, 11:30.65, 20, A, 4, 13, A, A
41440, 11:30.66, 11, 13, 2, A, 7, A
41441, 11:30.68, 30, 6, 7, A, 14, A
41442, 11:30.70, 19, 30, 14, A, A, 17
41443, 11:30.71, A, B, 10, 27, 12, A
41444, 11:30.73, 7, A, B, A, 9, 14
41445, 11:30.75, 14, 1, A, A, 10, 14
41446, 11:30.76, 14, 15, A, A, 26, A
41447, 11:30.78, A, 3, 26, A, 14, A
41448, 11:30.80, 4, B, 14, 8, A, 8
41449, 11:30.81, A, 8, 13, A, B, 22
41450, 11:30.83, 22, A, A, 29, 23, 9
41451, 11:30.85, A, 29, 23, 8, A, 6
41452, 11:30.86, 6, 8, A, B, 9, 20
41453, 11:30.88, 20, A, 9, 3, B, A
41454, 11:30.90, B, A, 17, A, 29, 28
41455, 11:30.91, 28, A, A, 28, A, 3
41456, 11:30.93, 3, 28, 26, A, A, 2
41457, 11:30.95, 2, A, 5, 3, 15, A
41458, 11:30.96, A, 3, A, B, 19, 24
41459, 11:30.98, 24, B, B, A, 21, 7
41460, 11:31.00, B, 30, 21, A, B, 26
41461, 11:31.01, 26, 14, 24, B, B, A
41462, 11:31.03, 4, B, A, 20, B, 22
41463, 11:31.05, 22, 20, 16, B, B, B
41464, 11:31.06, 24, B, 10, 4, B, 18
41465, 11:31.08, 18, 4, B, 30, 0, A
41466, 11:31.10, 7, B, A, 16, 20, A
41467, 11:31.11, 27, 16, 20, A, A, B
41468, 11:31.13, 26, B, 0, B, A, 31
41469, 11:31.15, 31, B, 28, B, 27, B
41470, 11:31.16, 21, B, 27, B, B, 21
41471, 11:31.18, 21, B, B, 6, A, 21
41472, 11:31.20, 21, A, 31, 10, A, B
41473, 11:31.21, 14, 10, 6, 0, A, A
41474, 11:31.23, 16, B, 1, 4, 31, A
41475, 11:31.25, 3, 4, 31, A, 12, A
41476, 11:31.26, 19, 30, B, B, A, 19
41477, 11:31.28, A, B, 29, 13, B, 9
41478, 11:31.30, 9, A, 26, B, 6, B
41479, 11:31.31, 20, A, 6, 16, A, B
41480, 11:31.33, 14, 16, 17, A, 16, A
41481, 11:31.35, 2, 17, 16, A, A, 7
41482, 11:31.36, 7, 31, 10, A, A, 20
41483, 11:31.38, A, B, 29, 15, 1, 11
41484, 11:31.40, A, 15, 1, A, 18, 29
41485, 11:31.41, 29, A, 18, A, 23, 6
41486, 11:31.43, A, 4, 23, 17, B, A
41487, 11:31.45, 2, A, A, 6, 4, 0
41488, 11:31.46, 0, 6, 4, A, A, 14
41489, 11:31.48, 14, 26, A, A, 1, B
41490, 11:31.50, 2, B, 1, A, 14, 7
41491, 11:31.51, 7, A, 14, 29, A, B
41492, 11:31.53, 28, 29, A, 1, 31, A
41493, 11:31.55, A, 1, 31, A, A, 21
41494, 11:31.56, 21, B, A, 0, 16, 2
41495, 11:31.58, 2, B, B, 24, 2, 8
41496, 11:31.60, 8, B, B, 11, 13, 5
41497, 11:31.61, 5, 11, 13, B, A, B
41498, 11:31.63, 30, 10, B, 4, A, A
41499, 11:31.65, 8, 4, 8, 25, A, 8
41500, 11:31.66, 8, B, 25, 20, A, A
41501, 11:31.68, 12, A, 8, B, A, 3
41502, 11:31.70, 3, B, B, 17, 21, 11
41503, 11:31.71, 11, 17, A, B, A, 7
41504, 11:31.73, 7, B, 1, B, 26, 16
41505, 11:31.75, 16, 30, 26, B, A, B
41506, 11:31.76, 24, 19, 25, B, 16, B
41507, 11:31.78, 24, 15, B, 15, B, A
41508, 11:31.80, B, A, 4, 31, 29, A
41509, 11:31.81, 0, A, 29, 18, A, A
41510, 11:31.83, 1, B, 8, 30, A, A
41511, 11:31.85, 6, A, 30, 28, B, 5
41512, 11:31.86, 5, B, 31, B, 26, 9
41513, 11:31.88, 9, 26, 26, A, B, A
41514, 11:31.90, 21, 24, B, A, A, 12
41515, 11:31.91, 12, 29, 4, 18, A, 4
41516, 11:31.93, 4, A, 13, A, 18, 8
41517, 11:31.95, 8, B, 18, 16, A, A
